file_id,Question,Generated
q58A-IM8iUs_chunk9_data3_task2,What mental disorder symptoms does this patient show?,"The patient shows a pattern of thinking that everything is wrong and that events happen too frequently, which is consistent with the delusion of persecution."
xu0orOMQpCk_chunk1_data1_task1,Does the patient suffer from depression?,"The patient may be experiencing depressive thoughts, but it is not a medical diagnosis."
IViQKF9qFaw_chunk8_data1_task2,What mental disorder symptoms does this patient show?,The patient shows symptoms of depression.
7LD8iC4NqXM_chunk10_data2_task3,What cause of depression does this show?,The speaker believes that the person feels depressed because they perceive that success would make them happier.
liJPBeFbJ3Q_chunk21_data2_task1,Does the patient suffer from depression?,"Based on the provided information, it is not possible to determine if the patient suffers from depression. The patient may be experiencing a range of negative emotions but without additional context or information about their overall mental health and well-being, a diagnosis of depression cannot be made."
_TwVa4utpII_chunk30_data2_task3,What cause of depression does this show?,Binge drinking.
jxNBQKMW1wg_chunk19_data1_task3,What cause of depression does this show?,The audio does not specifically mention the cause of depression.
4gtDUCVAxxY_chunk1_data1_task3,What cause of depression does this show?,"The audio indicates that the speaker has been thinking about suicide, which is a serious cause of depression."
NiPQIhbrKFk_chunk1_data1_task2,What mental disorder does this person show?,"ADHD, short for attention deficit hyperactivity disorder."
P99PqrK775g_chunk13_data1_task2,What mental disorder symptoms does this patient show?,The patient is displaying symptoms of depression.
_pkXuC7vsl0_chunk17_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of a panic attack.
nFwAiO22g4Y_chunk25_data1_task3,What cause of depression does this show?,The audio does not specifically mention the cause of depression.
HIgQKH3Y1VE_chunk9_data4_task2,What mental disorder symptoms does the patient show?,The patient shows signs of depression.
P99PqrK775g_chunk13_data1_task1,Does the patient suffer from loneliness?,"The patient does not explicitly mention feeling lonely, but the context suggests that missing movies may indicate a sense of isolation or disconnection from social activities."
FYwSVpGOd3g_chunk9_data1_task3,What is the stress cause here?,The sentence does not provide enough context to determine the specific stress cause.
21UTRCWbv20_chunk19_data2_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present as the speaker talks about their anxiety and fear."
eqIM3n7ujVA_chunk7_data2_task3,What cause of depression does this show?,The audio does not provide information about the specific cause of the person's depression.
dREjjXvFybk_chunk9_data2_task4,Does the physical wellness dimension exist here?,"The physical wellness dimension does not appear to be directly addressed in the provided information. The questions related to food intake and eating habits pertain more to the dietary domain, which is under the health behavior category of the World Health Organization's International Classification of Diseases (ICD-10). However, physical wellness could be indirectly affected by dietary habits through factors such as energy balance and overall diet quality."
GHi-ut-gfgs_chunk7_data1_task1,Does the patient suffer from stress?,"Yes, the patient has mentioned being anxious almost every day for a few different ways and having called out a couple of times because of it."
9ZuwEWLHHHY_chunk13_data2_task3,What cause of depression does this show?,The audio does not explicitly mention the cause of depression.
yYC4y7KuELY_chunk7_data1_task1,Does the patient suffer from loneliness?,The transcript does not provide enough information to determine if the patient suffers from loneliness.
SSJFJpk0osU_chunk13_data2_task3,What cause of depression does this show?,The audio does not specifically mention the cause of depression.
syM6XYzht20_chunk2_data1_task3,What is the stress cause here?,The speaker moved into a new apartment and is feeling lonely.
z8L5Nwa0nxc_chunk6_data2_task3,What is the stress cause here?,The speaker is frustrated because the person they are looking for is not going to be on time.
7_gmIvbjt3w_chunk4_data1_task4,Does the emotional wellness dimension exist here?,"Based on the provided text, it is not possible to determine if the emotional wellness dimension exists for the person speaking. The text only indicates that things have not been fantastic and that the speaker decided to seek help before things worsened. There is no information provided about the speaker's emotional state or well-being."
7FLBpiEEedg_chunk22_data1_task3,What is the stress cause here?,The speaker was spaced out.
ankWMLepQsE_chunk22_data1_task2,What mental disorder symptoms does the patient show?,The patient is experiencing grief and is having difficulty coping with the situation.
7LD8iC4NqXM_chunk27_data1_task3,What cause of depression does this show?,"The content does not explicitly mention the cause of depression, but it suggests that negative thoughts can contribute to its development."
DcAqhHb5-hk_chunk4_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the speaker is experiencing anxiety which is an emotional wellness concern."
HKJXCj1xPH0_chunk4_data1_task3,What is the stress cause here?,The speaker does not indicate a specific stress cause.
ylWpUUqP1Hg_chunk8_data1_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but the speaker suggests that there may be a problem with her sister's communication and implies that the sister feels negatively about the speaker. This could potentially contribute to feelings of isolation or low mood, which are common symptoms of depression. However, without more information it is difficult to determine a specific cause of depression."
PtCj7ecyHjg_chunk42_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
A1XJeciqyL8_chunk8_data2_task3,What cause of depression does this show?,The audio segment does not provide information about the specific cause of the person's depression.
hX8e5UM7WlQ_chunk39_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of paranoia.
vdMnsJJvqR4_chunk10_data1_task3,What cause of depression does this show?,The audio does not specifically mention the cause of the speaker's depression.
S4wWClQhZaA_chunk15_data1_task3,What is the stress cause here?,The stress cause mentioned is moving.
jDyu_uTHVGw_chunk7_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of depression, as indicated by their report of spending a whole weekend in front of the TV and feeling sad when reflecting on their thoughts."
dJ1eDL15_Lw_chunk22_data2_task3,What is the stress cause here?,The speaker does not specify the cause of the distress.
jm6PG989Q_0_chunk9_data3_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of depression, as indicated by their speech pattern and mood."
q58A-IM8iUs_chunk2_data1_task3,What cause of depression does this show?,"The speaker mentioned hearing a voice yelling at them and whispering, which is causing them distress and anxiety."
tBd5VGCKnjA_chunk15_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of anxiety.
Qwbm0s5970M_chunk7_data3_task1,Does the patient suffer from loneliness?,The content of the speech does not provide enough information to determine if the patient suffers from loneliness.
H8CJxNP0nv8_chunk11_data2_task1,Does the patient suffer from stress?,"Yes, the patient does mention that their job is stressful."
